;actor_account;sit_count;exp_get_amout;item_get_count;exp_repair_count;money_get_count;abyss;use_portal_count;killed_by_pc;killed_by_npc;teleport_count;reborn_count;question_count;login_count;logout_count;login_day_count;play_time;avg_money;ip_count;max_level;total_party_time;guild_join_count;average_party_time;class
55;20000209;96.0;106513625.0;59576.0;0.0;1334.0;0.0;0.0;73.0;7.0;180.0;58.0;197.0;115.0;113.0;1.0;105727.0;179.2045078362197;115.0;0.0;6988.0;0.0;6988.0;
56;20000214;0.0;131.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;131.0;0.0;1.0;0.0;;;;
57;20000215;0.0;164703.0;38.0;0.0;127.0;0.0;0.0;4.0;0.0;65.0;29.0;0.0;32.0;31.0;1.0;143304.0;6.585740802768939;32.0;0.0;;;;0.0
58;20000217;236.0;228939694.0;73069.0;0.0;1874.0;0.0;7.0;33.0;29.0;275.0;48.0;39.0;80.0;79.0;1.0;273560.0;9.65603889457523;80.0;43.0;13134.0;0.0;2189.0;
59;20000222;95.0;69811716.0;2483.0;0.0;721.0;0.0;0.0;7.0;37.0;116.0;27.0;56.0;45.0;45.0;1.0;97283.0;-60.46096440282475;45.0;39.0;12663.0;0.0;2532.6;1.0
60;20000223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;413.0;0.0;1.0;0.0;;;;0.0
61;20000239;91.0;213539416.0;10807.0;0.0;2529.0;0.0;0.0;165.0;55.0;315.0;117.0;261.0;43.0;42.0;1.0;194120.0;-105.77964661034412;43.0;0.0;29877.0;0.0;4979.5;
62;20000249;93.0;16392938.0;701.0;0.0;83.0;0.0;0.0;2.0;52.0;47.0;23.0;2.0;14.0;14.0;1.0;13706.0;19.471910112359552;14.0;5.0;698.0;0.0;698.0;
63;20000252;378.0;392283858.0;21718.0;0.0;3526.0;0.0;0.0;90.0;35.0;332.0;70.0;48.0;121.0;121.0;1.0;242827.0;16.668302948189453;121.0;0.0;;;;
64;20000257;92.0;8213979.0;181.0;0.0;94.0;0.0;0.0;2.0;7.0;18.0;8.0;11.0;6.0;6.0;1.0;22945.0;7.118893005011985;6.0;0.0;2049.0;0.0;2049.0;
65;20000266;0.0;14719.0;65.0;0.0;12.0;0.0;0.0;0.0;1.0;1.0;1.0;17.0;1.0;1.0;1.0;5153.0;0.2973025422084223;1.0;4.0;;;;
66;20000270;34.0;6463388.0;326.0;0.0;158.0;0.0;0.0;0.0;1.0;17.0;1.0;19.0;5.0;4.0;1.0;20775.0;27.701949458483757;5.0;28.0;247.0;0.0;247.0;
67;20000278;224.0;55254629.0;15976.0;0.0;1421.0;0.0;0.0;1.0;35.0;176.0;31.0;34.0;61.0;61.0;1.0;137298.0;-35.82688750018209;61.0;39.0;34995.0;0.0;4374.375;0.0
68;20000279;0.0;0.0;84800.0;0.0;51.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;56.0;56.0;1.0;29606.0;264.8170978855637;56.0;0.0;84.0;0.0;42.0;0.0
69;20000282;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;286.0;1261.493006993007;1.0;0.0;;;;
70;20000290;5.0;1688862.0;11262.0;0.0;412.0;0.0;0.0;0.0;6.0;30.0;6.0;68.0;5.0;4.0;1.0;30499.0;9.85058526509066;5.0;16.0;1400.0;0.0;233.33333333333331;0.0
71;20000297;48.0;147818557.0;40880.0;0.0;1276.0;0.0;0.0;10.0;25.0;138.0;22.0;51.0;19.0;19.0;1.0;136657.0;-32.531052196374866;19.0;47.0;1650.0;0.0;550.0;
72;20000308;74.0;141176135.0;76301.0;0.0;2010.0;0.0;0.0;6.0;14.0;162.0;20.0;148.0;107.0;106.0;1.0;245922.0;428.4629557339319;107.0;41.0;46495.0;0.0;4649.5;
73;20000311;4074.0;585307029.0;39455.0;0.0;72.0;0.0;0.0;43.0;4.0;93.0;43.0;27.0;20.0;18.0;1.0;1054317.0;-0.3029420942657663;20.0;47.0;;;;
74;20000316;595.0;358808938.0;168431.0;0.0;3979.0;0.0;0.0;163.0;43.0;493.0;153.0;564.0;191.0;191.0;1.0;349486.0;-42.538147450827786;191.0;31.0;72049.0;0.0;3002.0416666666665;0.0
75;20000328;2.0;320509.0;5315.0;0.0;99.0;0.0;0.0;0.0;1.0;9.0;1.0;45.0;6.0;6.0;1.0;11707.0;0.3520970359613906;6.0;11.0;;;;0.0
76;20000337;28.0;224541.0;64.0;0.0;18.0;0.0;0.0;0.0;8.0;5.0;6.0;0.0;3.0;3.0;1.0;9112.0;-0.3689640035118525;3.0;0.0;2540.0;0.0;2540.0;
77;20000343;295.0;379809859.0;2973.0;0.0;3410.0;0.0;0.0;17.0;122.0;379.0;104.0;63.0;53.0;53.0;1.0;444172.0;-45.78506749637528;53.0;0.0;86211.0;0.0;5388.1875;0.0
78;20000344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;94.0;0.0;1.0;0.0;;;;0.0
79;20000350;1129.0;479411310.0;46720.0;0.0;19272.0;0.0;0.0;193.0;30.0;230.0;167.0;3000.0;18.0;17.0;1.0;1110169.0;-10.107216108538427;18.0;47.0;0.0;1.0;0.0;0.0
80;20000355;0.0;0.0;54.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;518.0;0.5791505791505791;1.0;0.0;;;;
81;20000361;17.0;1551915.0;30961.0;0.0;886.0;0.0;0.0;0.0;5.0;38.0;5.0;32.0;30.0;29.0;1.0;64201.0;-0.9038800018691298;30.0;15.0;8287.0;0.0;4143.5;
82;20000365;1.0;4830.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;705.0;5.23404255319149;1.0;0.0;;;;
83;20000366;356.0;272913873.0;2886.0;0.0;2353.0;0.0;0.0;10.0;33.0;189.0;21.0;82.0;42.0;42.0;1.0;190818.0;33.984199603810964;42.0;50.0;;;;
84;20000367;1150.0;171714701.0;123194.0;0.0;2187.0;0.0;8.0;741.0;174.0;1183.0;673.0;122.0;64.0;63.0;1.0;419580.0;50.3165284331951;64.0;0.0;20109.0;0.0;2010.9;
85;20000371;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;723.0;-1166.8630705394191;3.0;0.0;;;;
86;20000375;1.0;4166.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;1.0;1.0;6.0;6.0;1.0;4049.0;-1.8891084218325516;6.0;0.0;;;;
87;20000387;398.0;314653638.0;17102.0;0.0;2581.0;0.0;0.0;30.0;60.0;414.0;49.0;45.0;134.0;134.0;1.0;371994.0;-19.20943886191713;134.0;40.0;31232.0;1.0;3470.222222222222;0.0
88;20000393;153.0;3434276.0;11477.0;0.0;497.0;0.0;0.0;0.0;10.0;53.0;10.0;136.0;24.0;24.0;1.0;56151.0;11.293779273744011;24.0;19.0;234.0;0.0;234.0;
89;20000404;123.0;222325.0;272.0;0.0;242.0;0.0;0.0;0.0;2.0;5.0;2.0;4.0;3.0;2.0;1.0;12327.0;20.06733187312404;3.0;10.0;;;;
90;20000405;11137.0;616150845.0;41548.0;0.0;6938.0;0.0;0.0;87.0;263.0;343.0;304.0;1.0;17.0;15.0;1.0;1084347.0;21.626888809578485;17.0;46.0;;;;0.0
91;20000412;58.0;6267851.0;74.0;0.0;8.0;0.0;0.0;0.0;2.0;12.0;1.0;0.0;4.0;4.0;1.0;20204.0;116.61611562066918;4.0;0.0;1992.0;0.0;1992.0;0.0
92;20000415;99.0;158958358.0;24326.0;0.0;1271.0;0.0;0.0;45.0;34.0;170.0;51.0;255.0;35.0;35.0;1.0;268967.0;-4.492067800139051;35.0;0.0;18125.0;0.0;3020.833333333333;
93;20000422;255.0;382118708.0;232186.0;0.0;4453.0;0.0;0.0;68.0;88.0;553.0;115.0;263.0;94.0;95.0;1.0;429329.0;26.71694900647289;94.0;23.0;44811.0;0.0;2489.5;
94;20000427;3808.0;38352741.0;71146.0;0.0;129.0;0.0;0.0;33.0;26.0;143.0;63.0;5.0;32.0;31.0;1.0;947297.0;-0.0551020429706839;32.0;31.0;8.0;0.0;8.0;1.0
95;20000435;133.0;196572118.0;1593.0;0.0;1163.0;0.0;1.0;17.0;52.0;119.0;41.0;7.0;30.0;30.0;1.0;151628.0;15.637646081198724;30.0;49.0;283.0;0.0;94.33333333333331;
96;20000436;3008.0;63806265.0;32041.0;0.0;719.0;0.0;0.0;132.0;233.0;369.0;315.0;5.0;18.0;18.0;1.0;432797.0;-0.3817032003456586;18.0;30.0;;;;
97;20000439;6.0;10389198.0;3858.0;0.0;751.0;0.0;0.0;0.0;25.0;134.0;24.0;174.0;20.0;18.0;1.0;154836.0;1.1979190885840505;20.0;24.0;29222.0;0.0;9740.666666666666;0.0
98;20000440;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;209.0;-287081.3397129187;1.0;0.0;;;;0.0
99;20000454;43.0;12973754.0;529.0;0.0;268.0;0.0;0.0;1.0;10.0;35.0;8.0;13.0;50.0;50.0;1.0;76262.0;-6.033647163725053;50.0;23.0;;;;0.0
100;20000456;318.0;98185519.0;31735.0;0.0;2621.0;0.0;0.0;14.0;35.0;424.0;116.0;40.0;18.0;18.0;1.0;164903.0;34.59897030375433;18.0;0.0;6122.0;1.0;874.5714285714286;0.0
101;20000457;428.0;769943967.0;65790.0;0.0;5064.0;0.0;1.0;25.0;55.0;624.0;46.0;436.0;178.0;179.0;1.0;689146.0;33.56321592231544;178.0;0.0;36384.0;0.0;5197.714285714285;0.0
102;20000466;2658.0;295972122.0;131651.0;0.0;125.0;0.0;0.0;171.0;141.0;355.0;265.0;2864.0;35.0;35.0;1.0;977997.0;-0.0019570612179791;35.0;40.0;995.0;1.0;995.0;
103;20000470;31.0;35133636.0;786.0;0.0;59.0;0.0;0.0;3.0;21.0;96.0;21.0;19.0;12.0;12.0;1.0;68074.0;-41.085216088374416;12.0;35.0;2159.0;0.0;1079.5;
104;20000478;2000.0;864254386.0;60339.0;0.0;2347.0;0.0;0.0;0.0;98.0;128.0;91.0;1373.0;18.0;15.0;1.0;1166364.0;-0.0539951507419639;18.0;0.0;;;;
105;20000479;0.0;8.0;336333.0;0.0;55.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;34.0;31.0;1.0;420401.0;-45.08545412594166;34.0;0.0;;;;
106;20000482;1067.0;500725994.0;46254.0;0.0;4132.0;101.0;1.0;257.0;139.0;601.0;245.0;520.0;45.0;44.0;1.0;376299.0;1.1968753570963515;45.0;0.0;108659.0;0.0;5718.894736842105;
107;20000491;32.0;129738309.0;6106.0;0.0;754.0;0.0;0.0;4.0;13.0;82.0;11.0;17.0;8.0;8.0;1.0;78748.0;46.992444252552446;8.0;0.0;5533.0;0.0;5533.0;0.0
108;20000499;0.0;468777.0;13.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9070.0;0.0908489525909592;0.0;0.0;;;;
109;20000508;4.0;12192578.0;81.0;0.0;152.0;0.0;0.0;0.0;2.0;14.0;2.0;2.0;4.0;4.0;1.0;14586.0;-1579.7464692170574;4.0;0.0;;;;0.0
110;20000509;0.0;12942.0;24.0;0.0;11.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;1.0;1.0;1.0;2890.0;0.4709342560553633;1.0;0.0;;;;
111;20000510;2.0;2097429.0;84.0;0.0;30.0;0.0;0.0;3.0;1.0;9.0;3.0;3.0;1.0;1.0;1.0;10665.0;192.0316924519456;1.0;0.0;;;;
112;20000512;547.0;92015865.0;57721.0;0.0;68.0;0.0;0.0;84.0;37.0;159.0;104.0;395.0;15.0;13.0;1.0;828781.0;15.470859008592138;15.0;35.0;659.0;1.0;659.0;0.0
113;20000513;59.0;26836586.0;10662.0;0.0;238.0;0.0;0.0;8.0;18.0;208.0;23.0;234.0;48.0;49.0;1.0;154184.0;8.61383801172625;48.0;33.0;0.0;2.0;0.0;
114;20000518;416.0;228964244.0;115785.0;0.0;2268.0;0.0;0.0;127.0;55.0;386.0;121.0;56.0;85.0;85.0;1.0;221198.0;-34.82927964990642;85.0;43.0;13596.0;0.0;1133.0;0.0
115;20000526;0.0;225.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;1.0;3590.0;-27.85376044568245;2.0;0.0;;;;
116;20000529;1987.0;99131496.0;9961.0;0.0;576.0;0.0;0.0;36.0;195.0;330.0;195.0;48.0;26.0;30.0;1.0;559373.0;0.3082701524742882;26.0;34.0;;;;
117;20000530;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2748.0;0.0;1.0;0.0;;;;
118;20000544;36.0;6198560.0;7623.0;0.0;95.0;0.0;0.0;3.0;4.0;38.0;9.0;21.0;13.0;13.0;1.0;37608.0;17.49305998723676;13.0;30.0;;;;
119;20000549;0.0;505.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;5.0;5.0;1.0;1264.0;-18988.909018987342;5.0;0.0;;;;
120;20000550;0.0;944466.0;316.0;0.0;230.0;0.0;0.0;0.0;1.0;15.0;1.0;24.0;4.0;4.0;1.0;15222.0;-4.786756011036657;4.0;16.0;;;;
121;20000552;293.0;548989167.0;92854.0;0.0;4586.0;0.0;0.0;10.0;135.0;413.0;105.0;111.0;103.0;104.0;1.0;493728.0;26.39557003046212;103.0;49.0;65712.0;0.0;3458.5263157894738;0.0
122;20000558;421.0;312090317.0;137247.0;0.0;3012.0;356.0;3.0;163.0;104.0;578.0;165.0;71.0;290.0;290.0;1.0;522497.0;2.893337186624995;290.0;37.0;72890.0;0.0;1970.0;0.0
123;20000559;71.0;9524543.0;550.0;0.0;51.0;0.0;0.0;16.0;15.0;52.0;23.0;2.0;7.0;7.0;1.0;25400.0;-74.48047244094488;7.0;0.0;991.0;0.0;330.3333333333333;
124;20000560;1.0;150543.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;308.0;-68.38636363636364;1.0;0.0;;;;
125;20000581;154.0;89247279.0;51001.0;0.0;1472.0;0.0;0.0;38.0;42.0;272.0;53.0;81.0;75.0;76.0;1.0;139876.0;-90.1368926763705;75.0;36.0;8948.0;0.0;1789.6;0.0
126;20000584;31.0;860846.0;1253.0;0.0;240.0;0.0;0.0;0.0;0.0;19.0;0.0;59.0;2.0;2.0;1.0;24075.0;6.727019730010384;2.0;14.0;;;;0.0
127;20000585;145.0;128489188.0;54729.0;0.0;1043.0;0.0;0.0;9.0;37.0;159.0;37.0;89.0;69.0;69.0;1.0;161807.0;-6.001631573417714;69.0;33.0;21188.0;0.0;7062.666666666667;
128;20000601;241.0;272978709.0;23071.0;0.0;2174.0;0.0;1.0;36.0;35.0;314.0;49.0;154.0;36.0;35.0;1.0;242071.0;15.289138310660922;36.0;50.0;46440.0;1.0;3870.0;0.0
129;20000606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1655.0;0.0;1.0;0.0;;;;
130;20000633;19.0;7880556.0;31.0;0.0;33.0;0.0;0.0;15.0;7.0;27.0;14.0;2.0;3.0;3.0;1.0;7202.0;-12509.88156067759;3.0;0.0;146.0;0.0;146.0;
131;20000640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;188.0;-372.3404255319149;1.0;0.0;;;;0.0
132;20000641;1333.0;989112822.0;84343.0;0.0;6692.0;0.0;0.0;0.0;78.0;141.0;63.0;1.0;14.0;14.0;1.0;1055422.0;6.484012082370843;14.0;0.0;;;;0.0
133;20000644;0.0;3000.0;98972.0;0.0;90.0;0.0;0.0;0.0;0.0;46.0;0.0;2.0;47.0;47.0;1.0;63901.0;558.9295472684308;47.0;0.0;;;;0.0
